name	x	y	z
P3	-0.0550382318026169	-0.044210304662340896	0.09990897692200876
C3	-0.0671487229331174	0.023358230537446293	0.1045106810602483
F3	-0.05180903841183724	0.08668789888287941	0.07871409302883386
Fz	-0.001229271161566281	0.09327445200029715	0.1026392934768164
F4	0.050274277731628736	0.08743838910239796	0.07727065434234194
C4	0.06532888071838541	0.023573104961569495	0.10369243420047652
P4	0.05363601546337514	-0.04433452185507687	0.10051602773215099
Cz	-0.0013741334028190722	0.027617093595102737	0.14019949417439556
Pz	-0.001709445046746896	-0.045212993324122014	0.12667292418209622
Fp1	-0.03090258833242555	0.11458517879242798	0.02786657432908913
Fp2	0.028409495337624727	0.11534630990164213	0.027721257722525875
T3	-0.08598207795805729	0.014871638175652204	0.031173373739044698
T5	-0.07445796452347851	-0.04212316495850575	0.04127363138738122
O1	-0.03157355787465608	-0.08056835212663661	0.05478964562404762
O2	0.027683100559624117	-0.08048883980936473	0.0547340814777941
F7	-0.07187662505917264	0.07310352742670875	0.025790455878913307
F8	0.07143526925150917	0.07450512647808137	0.025101027393177114
A2	0.0839280575805768	0.001967805856129233	-0.026908460222446584
T6	0.07103247088902218	-0.042259976012095204	0.0411988627819509
T4	0.08326136985759491	0.015258189278681375	0.030972968524059938
